"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"Table 8.12 - Own brand shares (food only) for leading retailers, 1996","False","True","True","False","paragraph"
"Source: Secodip-linéaires, 1997","False","False","True","True","paragraph"
"Table 8.13 illustrates the development of own brand market shares in supermarkets and hypermarkets:","False","False","True","False","paragraph"
"Table 8.13 - National brands, Own brand and low price items shares for supermarkets and","False","True","True","False","paragraph"
"hypermarkets","False","True","True","False","paragraph"
"Source: LSA, 1998","False","False","True","True","paragraph"
"Own brands growth is a major trend in the recent evolution of distribution. In 1995, own brands provided","False","False","True","False","paragraph"
"on average 20% of sales (25% of shelf space) compared to only 10% ten years before and the development","False","False","True","False","paragraph"
"goes on. Leclerc, for instance, which was initially opposed to own brand development (less than 7% of","False","False","True","False","paragraph"
"sales before 1997 were own brand), changed its strategy in 1997 and its goal is now to double its own","False","False","True","False","paragraph"
"brands turnover. Retailers try to reinforce the association between their name and their own products.","False","False","True","False","paragraph"
"92","True","False","True","True","paragraph"
"Table 8.14 gives own brands market shares for the main retailers in 1993.","False","False","True","False","paragraph"
"Table 8.14 - Own brand shares for leading retailers, 1993","False","True","True","False","paragraph"
"Source: GIRA, 1993-1994","False","False","True","True","paragraph"
"As noted above, retailers set higher margins on own brands than on other brands even if retail prices are","False","False","True","False","paragraph"
"lower. According to ICC 95, the mark up rate fixed by retailers is estimated on average at 23% of the","False","False","True","False","paragraph"
"turnover for own brands, 15% for low price products and 14.5% for national brands. Moreover, shelf","False","False","True","False","paragraph"
"space profitability is higher: if the gross mark-up per square meter of shelf space index is 100 then own","False","False","True","False","paragraph"
"brands profitability is 123, low price items profitability is 63 and national brands profitability is 103.","False","False","True","False","paragraph"
"8.5 Internationalisation","False","True","True","True","heading"
"Internationalisation has been an important feature of French hypermarket and supermarket chains. There","False","False","True","False","paragraph"
"are two main reasons why such internationalisation exists. First, the French food retail market is fairly","False","False","True","False","paragraph"
"saturated, and, in particular with the Raffarin law recently introduced, future hypermarket or supermarket","False","False","True","False","paragraph"
"growth within France is more difficult. Second, international subsidiaries tend to be more profitable than","False","False","True","False","paragraph"
"domestic ones, particularly in countries in southern (or eastern) Europe where large store development lags","False","False","True","False","paragraph"
"behind. In fact, French companies began moving into other countries in the early 1970’s and this process","False","False","True","False","paragraph"
"has continued ever since.","False","False","True","False","paragraph"
"Table 8.15 shows foreign turnover by leading retail groups in 1997. Much of the expansion has been","False","False","True","False","paragraph"
"undertaken by Carrefour (which also acquired Comptoirs Modernes in 1997 and has a 41% stake in Cora),","False","False","True","False","paragraph"
"Promodès and Auchan. Carrefour, for example, opened its first hypermarket ‘Pryca’ in Spain in 1973 (in","False","False","True","False","paragraph"
"Barcelona) and now has 56 ‘Pryca’ stores. Promodès moved into Spain in 1976 and now has 52","False","False","True","False","paragraph"
"hypermarkets ‘Continente’, l,830 discount stores ‘Dia’ and 33 cash and carrys ‘Puntocash’. Non-","False","False","True","False","paragraph"
"integrated groups such as Leclerc have been slower to start International development although Leclerc","False","False","True","False","paragraph"
"now has 11 stores abroad.","False","False","True","False","paragraph"
"group.","False","False","True","False","paragraph"
"Intermarché recently bought 75% of Spar, the fifth largest German distribution","False","False","True","False","paragraph"
"93","True","False","True","True","paragraph"
"Table 8.15 - Foreign turnover of leading French retail groups, 1997","False","True","True","False","paragraph"
"Groups Foreign turnover (FFr bn.)","False","True","True","False","paragraph"
"Carrefour","False","False","True","True","paragraph"
"62.7","False","False","True","True","paragraph"
"Promodès","False","False","True","True","paragraph"
"37.0","False","False","True","True","paragraph"
"Auchan","False","False","True","True","paragraph"
"23.5","False","False","True","True","paragraph"
"Cora","False","False","True","True","paragraph"
"11.0","False","False","True","True","paragraph"
"Casino","False","False","True","True","paragraph"
"8.5","False","False","True","True","paragraph"
"Comptoirs Modernes 2.0","False","False","True","True","paragraph"
"Source: Linéaires, trade estimates","False","False","True","False","paragraph"
"% of Total Turnover","False","True","True","True","paragraph"
"40.5%","False","False","True","True","paragraph"
"35.7%","False","False","True","True","paragraph"
"19.5%","False","False","True","True","paragraph"
"24.0%","False","False","True","True","paragraph"
"11.5%","False","False","True","True","paragraph"
"7.0%","False","False","True","True","paragraph"
"Greece and Italy offer real growth prospects to the extent that a strict legislative system has delayed retail","False","False","True","False","paragraph"
