"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"The Red Ribbon Express (RRE) is the world’s largest mass","False","False","True","False","paragraph"
"mobilisation drive on HIV/AIDS. The train will travel","False","False","True","False","paragraph"
"through 22 states, during its one year long journey, halting","False","False","True","False","paragraph"
"at 152 stations. Through the RRE, NACO, intends to break","False","False","True","False","paragraph"
"the silence surrounding the issue of HIV/AIDS, by taking","False","False","True","False","paragraph"
"the messages on prevention, care and support to people","False","False","True","False","paragraph"
"living in small towns and villages across the country. The","False","False","True","False","paragraph"
"aim is also to create an environment, free from stigma","False","False","True","False","paragraph"
"and discrimination faced by people living with HIV, so they","False","False","True","False","paragraph"
"can access the services, without fear and prejudice, and","False","False","True","False","paragraph"
"live a life of dignity. It has proved to be a successful multi-","False","False","True","False","paragraph"
"sectoral initiative, of the NACO and a powerful advocacy","False","False","True","False","paragraph"
"tool, both at the state and district level, besides enhancing","False","False","True","False","paragraph"
"local capacity to deal with HIV prevention.","False","False","True","False","paragraph"
"Table 6.1: The highlights of RRE–II coverage (till 11 March, 2010)","False","False","True","False","paragraph"
"State Date","False","True","True","True","paragraph"
"Halt Halt Persons","False","True","True","True","paragraph"
"stations days directly","False","True","True","False","paragraph"
"reached","False","True","True","False","paragraph"
"(in lakh)","False","True","True","False","paragraph"
"It includes visitors to train exhibition and those reached through outreach activities","False","False","True","False","paragraph"
"Persons Persons Persons","False","True","True","True","paragraph"
"trained counseled tested","False","True","True","False","paragraph"
"for HIV","False","True","True","True","paragraph"
"about injecting drug use and unprotected sex,","False","False","True","False","paragraph"
"reducing stigma and discrimination associated","False","False","True","False","paragraph"
"attached to HIV/AIDS and promoting HIV","False","False","True","False","paragraph"
"related services. The music competitions and","False","False","True","False","paragraph"
"football tournaments organised at district level","False","False","True","False","paragraph"
"culminated in the state level mega events, which","False","False","True","False","paragraph"
"saw huge youth participation.","False","False","True","False","paragraph"
"Faith based organisations were also sensitised","False","False","True","False","paragraph"
"and involved in the campaign. A special effort","False","False","True","False","paragraph"
"was made to reach out to the out-of-school youth","False","False","True","False","paragraph"
"in the states through training of youth clubs at","False","False","True","False","paragraph"
"district, block and village levels. The winners","False","False","True","False","paragraph"
"of the music competitions positioned as ""youth","False","False","True","False","paragraph"
"icons"" are further reaching out with messages on","False","False","True","False","paragraph"
"HIV/AIDS to the community through road shows at","False","False","True","False","paragraph"
"village/block level in their respective districts.","False","False","True","False","paragraph"
"Radio programmes: Three radio programmes in","False","False","False","False","paragraph"
"Hindi – “Babli Boli”, “5 Down Mohabbat Express”","False","False","False","False","paragraph"
"and “Kitne Door, Kitne Pass” were launched by","False","False","False","False","paragraph"
"NACO, targeting rural women, rural youth and","False","False","True","False","paragraph"
"urban migrants respectively. The programmes","False","False","True","False","paragraph"
"were aired for six months from September,","False","False","True","False","paragraph"
"2009 to March, 2010. The duration of the each","False","False","True","False","paragraph"
"episode was half an hour and two episodes","False","False","True","False","paragraph"
"of each programme were aired every week.","False","False","True","False","paragraph"
"The programmes were linked to the ground","False","False","True","False","paragraph"
"mobilisation in 21 vulnerable districts, in the","False","False","True","False","paragraph"
"states of UP, Bihar, Rajasthan, MP and Delhi","False","False","True","False","paragraph"
"through 100 Radio Listener Clubs formed in each","False","False","True","False","paragraph"
"of these districts. The radio clubs promoted not","False","False","True","False","paragraph"
"only listenership of the programmes, but also","False","False","True","False","paragraph"
"helped in further dissemination of messages in","False","False","True","False","paragraph"
"the communities. The SACS also produce and air","False","False","True","False","paragraph"
