"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"MODERNIZING GOVERNMENT","True","False","True","True","heading"
"FOR THE 21ST CENTURY","True","False","True","True","heading"
"WHERE WE ARE: FEDERAL CONTEXT","False","False","True","True","heading"
"When America’s Founders established the","False","False","True","False","paragraph"
"Constitution, they laid out a clear mission for the","False","False","True","False","paragraph"
"Federal Government, from providing for the com-","False","False","True","False","paragraph"
"mon defense to securing the blessings of liberty.","False","False","True","False","paragraph"
"To this day, the business of Government remains","False","False","True","False","paragraph"
"to serve the American people by meeting their ex-","False","False","True","False","paragraph"
"pectations in these foundational mission areas.","False","False","True","False","paragraph"
"Nearly two decades into the 21st Century, the","False","False","True","False","paragraph"
"public still believes that the Federal Government","False","False","True","False","paragraph"
"serves critical roles and, in some areas, does","False","False","True","False","paragraph"
"them well.1 Yet public trust in the Federal","False","False","True","False","paragraph"
"Government continues to decline, sitting at near-","False","False","True","False","paragraph"
"historic lows.2 The Nation faces a significant","False","False","True","False","paragraph"
"national debt and annual deficits that require","False","False","True","False","paragraph"
"Government to change how it operates.","False","False","True","False","paragraph"
"HOW WE GOT HERE: ROOT CAUSE","False","False","True","True","heading"
"CHALLENGES AND EFFECTS","False","False","True","True","heading"
"Many of the Federal Government’s challenges","False","False","True","False","paragraph"
"and shortcomings arise from practices designed","False","False","True","False","paragraph"
"in the past and trends that can no longer be sus-","False","False","True","False","paragraph"
"tained. Major root cause challenges facing the","False","False","True","False","paragraph"
"Federal Government include:","False","False","True","False","paragraph"
"Accumulated Regulatory Burden. Over","False","False","False","True","paragraph"
"many decades, Federal agencies have imposed","False","False","True","False","paragraph"
"countless regulatory requirements on individu-","False","False","True","False","paragraph"
"als, businesses, landowners, and State and local","False","False","True","False","paragraph"
"governments. Some of these regulations serve","False","False","True","False","paragraph"
"important public purposes. Many regulations,","False","False","True","False","paragraph"
"however, are outdated, duplicative, or unnec-","False","False","True","False","paragraph"
"essary, yet continue to impose costly burdens.","False","False","True","False","paragraph"
"1 Pew Research Center, December 2017, “Government Gets Lower","False","False","False","False","paragraph"
"Ratings for Handling Health Care, Environment, Disaster Re-","False","False","True","True","paragraph"
"sponse.”","False","False","True","False","paragraph"
"2 Pew Research Center, May 2017, “Public Trust in Government","False","False","False","False","paragraph"
"Remains Near Historic Lows as Partisan Attitudes Shift.”","False","False","True","True","paragraph"
"Careful reconsideration of the regulatory burden","False","False","True","False","paragraph"
"is necessary to promote economic growth and in-","False","False","True","False","paragraph"
"dividual freedom.","False","False","True","False","paragraph"
"Structural Issues. Silos across Federal agen-","False","False","False","False","paragraph"
"cies and offices can stymie collaboration, result-","False","False","True","False","paragraph"
"ing in fragmented services and piecemeal efforts.","False","False","True","False","paragraph"
"Greater coordination is needed among and with-","False","False","True","False","paragraph"
"in agencies and also with the Congress to im-","False","False","True","False","paragraph"
"prove management of the Federal Government","False","False","True","False","paragraph"
"and to remove outdated","False","False","True","False","paragraph"
"obstacles to change.","False","False","True","False","paragraph"
"regulations and other","False","False","True","False","paragraph"
"Decision-Making and Processes. The pub-","False","False","False","True","paragraph"
"lic lacks sufficient opportunities to give feed-","False","False","True","False","paragraph"
"back on Federal programs and services, making","False","False","True","False","paragraph"
"it harder to identify weaknesses and make im-","False","False","True","False","paragraph"
"provements. Smarter use of data and evidence","False","False","True","False","paragraph"
"is needed to orient decisions and accountability","False","False","True","False","paragraph"
"around service and results.","False","False","True","False","paragraph"
"Leadership and Culture. Achieving benefi-","False","False","False","False","paragraph"
"cial outcomes that serve the public should be the","False","False","True","False","paragraph"
"Federal Government’s primary focus. Yet service","False","False","True","False","paragraph"
"delivery sometimes suffers due to checking un-","False","False","True","False","paragraph"
"necessary bureaucratic boxes. Managers need","False","False","True","False","paragraph"
"greater discretion to execute programs effective-","False","False","True","False","paragraph"
"ly, foster the highest-performing workforce, and","False","False","True","False","paragraph"
"solve real-time problems.","False","False","True","False","paragraph"
"Capabilities and Competencies. Antiqua-","False","False","False","True","paragraph"
"ted, unsecure technology risks can leave the pub-","False","False","True","False","paragraph"
"lic frustrated and vulnerable. Too many Federal","False","False","True","False","paragraph"
"employees perform outdated duties that rely on","False","False","True","False","paragraph"
"outdated skillsets, and Government too often","False","False","True","False","paragraph"
"struggles to award effective, timely contracts. A","False","False","True","False","paragraph"
"more nimble and effective approach is needed to","False","False","True","False","paragraph"
"keep technologies and workforce skills current","False","False","True","False","paragraph"
"and to ensure that","False","False","True","False","paragraph"
"meet future needs.","False","False","True","False","paragraph"
"the Federal workforce can","False","False","True","False","paragraph"
"7","False","False","True","True","paragraph"
"8","False","False","True","True","paragraph"
"WHERE WE ARE HEADED:","False","False","True","True","heading"
