"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"T echnical assistance financed by ISPA therefore represents a much larger effort than JASPERS, and over a","False","False","True","False","paragraph"
"shorter period of time.","False","False","True","False","paragraph"
"F EMIP Support Fund TA","False","False","True","True","paragraph"
"T he technical assistance provided by the FEMIP support fund is of a different nature. Under the FEMIP","False","False","True","False","paragraph"
"Support Fund, all technical assistance operations have a link to ongoing or future investment projects.","False","False","True","False","paragraph"
"Allocation of TA operations in terms of volume (financed from the budgets 2003 – 2006)","False","True","True","False","heading"
"S ource: FEMIP Support Fund, Annual Report 2009","False","False","True","False","paragraph"
"T he envelope of the FEMIP Support Fund (EUR 105 m) is estimated16 to allow the Bank to provide technical","False","False","True","False","paragraph"
"assistance for investments with an overall volume of EUR 10","False","False","True","False","paragraph"
"estimated to represent 1% of the cost of the projects it supports.","False","False","True","False","paragraph"
"16","False","False","True","True","paragraph"
"FEMIP Support Fund Annual Report 2009, section 2.1","False","False","True","False","paragraph"
"61","True","False","True","True","paragraph"
"bn. Therefore in broad terms the TA is","False","False","True","False","paragraph"
